Event Name,Lat,Lon,Depth,Station,Phase,mean arrival time,std dev arrival time
A41,13.9,-26.8,953.0,Apollo 14,S-P,95.0,7.26108348205235
A41,13.9,-26.8,953.0,Apollo 15,S-P,112.6,1.27279220613577
A42,22.7,-53.5,1004.0,Apollo 12,P,195.8,
A42,22.7,-53.5,1004.0,Apollo 14,P,205.6,
A42,22.7,-53.5,1004.0,Apollo 15,P,229.9,
A42,22.7,-53.5,1004.0,Apollo 16,P,245.6,
A42,22.7,-53.5,1004.0,Apollo 12,S,318.9,
A42,22.7,-53.5,1004.0,Apollo 14,S,331.9,
A42,22.7,-53.5,1004.0,Apollo 15,S,352.5,
A42,22.7,-53.5,1004.0,Apollo 16,S,418.0,
A42,22.7,-53.5,1004.0,Apollo 12,S-P,123.1,1.15902257671425
A42,22.7,-53.5,1004.0,Apollo 14,S-P,126.3,0.43588989435407
A42,22.7,-53.5,1004.0,Apollo 15,S-P,124.8,3.11126983722081
A42,22.7,-53.5,1004.0,Apollo 16,S-P,162.2,14.4249783362056
A44,51.9,57.1,956.0,Apollo 14,P,235.4,
A44,51.9,57.1,956.0,Apollo 15,P,177.6,
A44,51.9,57.1,956.0,Apollo 12,S,434.9,
A44,51.9,57.1,956.0,Apollo 14,S,411.4,
A44,51.9,57.1,956.0,Apollo 15,S,307.4,
A44,51.9,57.1,956.0,Apollo 16,S,376.2,
A44,51.9,57.1,956.0,Apollo 14,S-P,173.5,3.53553390593272
A44,51.9,57.1,956.0,Apollo 15,S-P,131.2,1.60416125540214
A44,51.9,57.1,956.0,Apollo 16,S-P,164.0,
A50,9.4,-51.6,835.0,Apollo 12,P,174.2,
A50,9.4,-51.6,835.0,Apollo 14,P,174.2,
A50,9.4,-51.6,835.0,Apollo 12,S,292.0,
A50,9.4,-51.6,835.0,Apollo 14,S,285.0,
A50,9.4,-51.6,835.0,Apollo 15,S,348.1,
A50,9.4,-51.6,835.0,Apollo 16,S,397.8,
A50,9.4,-51.6,835.0,Apollo 12,S-P,109.0,5.13939036592215
A50,9.4,-51.6,835.0,Apollo 14,S-P,111.0,0.699999999999993
A51,8.8,15.7,888.0,Apollo 14,P,181.2,
A51,8.8,15.7,888.0,Apollo 15,P,149.0,
A51,8.8,15.7,888.0,Apollo 12,S,320.7,
A51,8.8,15.7,888.0,Apollo 14,S,291.1,
A51,8.8,15.7,888.0,Apollo 15,S,254.1,
A51,8.8,15.7,888.0,Apollo 16,S,248.8,
A51,8.8,15.7,888.0,Apollo 14,S-P,122.45,17.7483802077823
A51,8.8,15.7,888.0,Apollo 15,S-P,117.55,17.606958851545
A51,8.8,15.7,888.0,Apollo 16,S-P,124.0,
A84,-10.1,-31.9,862.0,Apollo 14,P,150.26,
A84,-10.1,-31.9,862.0,Apollo 12,S,234.33,
A84,-10.1,-31.9,862.0,Apollo 14,S,241.88,
A84,-10.1,-31.9,862.0,Apollo 15,S,335.46,
A84,-10.1,-31.9,862.0,Apollo 16,S,322.63,
A84,-10.1,-31.9,862.0,Apollo 14,S-P,91.62,
A85,28.0,59.6,800.0,Apollo 12,P,329.81,
A85,28.0,59.6,800.0,Apollo 14,P,280.0,
A85,28.0,59.6,800.0,Apollo 16,P,250.0,
A85,28.0,59.6,800.0,Apollo 12,S,480.15,
A85,28.0,59.6,800.0,Apollo 14,S,457.06,
A85,28.0,59.6,800.0,Apollo 15,S,354.87,
A85,28.0,59.6,800.0,Apollo 16,S,379.62,
A85,28.0,59.6,800.0,Apollo 12,S-P,150.34,
A85,28.0,59.6,800.0,Apollo 14,S-P,177.06,
A85,28.0,59.6,800.0,Apollo 16,S-P,129.62,
A97,-3.4,18.7,1000.0,Apollo 14,P,180.6,
A97,-3.4,18.7,1000.0,Apollo 15,P,173.8,
A97,-3.4,18.7,1000.0,Apollo 16,P,156.0,
A97,-3.4,18.7,1000.0,Apollo 12,S,310.3,
A97,-3.4,18.7,1000.0,Apollo 14,S,295.2,
A97,-3.4,18.7,1000.0,Apollo 15,S,301.1,
A97,-3.4,18.7,1000.0,Apollo 16,S,251.8,
A97,-3.4,18.7,1000.0,Apollo 14,S-P,116.4,1.70098010962308
A97,-3.4,18.7,1000.0,Apollo 15,S-P,127.3,
A97,-3.4,18.7,1000.0,Apollo 16,S-P,95.8,
W01,12.23,-15.25,0.0,Apollo 12,P,80.6,
W01,12.23,-15.25,0.0,Apollo 14,P,75.1,
W01,12.23,-15.25,0.0,Apollo 12,S,139.7,
W01,12.23,-15.25,0.0,Apollo 14,S,131.4,
W03,-1.83,-19.84,0.0,Apollo 12,P,26.75,
W03,-1.83,-19.84,0.0,Apollo 14,P,24.06,
W03,-1.83,-19.84,0.0,Apollo 12,S,48.28,
W03,-1.83,-19.84,0.0,Apollo 14,S,40.88,
W04,5.63,-21.76,0.0,Apollo 12,P,47.122,
W04,5.63,-21.76,0.0,Apollo 14,P,52.6,
W04,5.63,-21.76,0.0,Apollo 14,S,91.63,
W05,20.7,-37.45,0.0,Apollo 12,P,119.48,
W05,20.7,-37.45,0.0,Apollo 14,P,133.941,
W05,20.7,-37.45,0.0,Apollo 15,P,158.918,
W10,16.715,-6.244,0.0,Apollo 14,P,99.202,
W10,16.715,-6.244,0.0,Apollo 15,P,59.979,
W10,16.715,-6.244,0.0,Apollo 16,P,138.425,
W07,-4.49,-16.68,0.0,Apollo 12,P,39.414,
W07,-4.49,-16.68,0.0,Apollo 14,P,12.818,
W07,-4.49,-16.68,0.0,Apollo 16,P,137.833,
W09,18.79,-12.44,0.0,Apollo 12,P,107.74,
W09,18.79,-12.44,0.0,Apollo 14,P,102.482,
W09,18.79,-12.44,0.0,Apollo 15,P,77.505,
W09,18.79,-12.44,0.0,Apollo 16,P,207.649,
W11,33.21,-7.85,0.0,Apollo 12,P,163.221,
W11,33.21,-7.85,0.0,Apollo 15,P,60.683,
W11,33.21,-7.85,0.0,Apollo 16,P,79.087,
W12,-6.9,4.54,0.0,Apollo 12,P,135.296,
W12,-6.9,4.54,0.0,Apollo 14,P,70.719,
W12,-6.9,4.54,0.0,Apollo 15,P,145.57,
W12,-6.9,4.54,0.0,Apollo 16,P,92.734,
W13,26.914,-14.914,0.0,Apollo 12,P,38.677,
W13,26.914,-14.914,0.0,Apollo 14,P,131.549,
W13,26.914,-14.914,0.0,Apollo 16,P,188.005,
W14,7.608,-5.227,0.0,Apollo 14,P,77.709,
W14,7.608,-5.227,0.0,Apollo 15,P,92.17,
W14,7.608,-5.227,0.0,Apollo 16,P,115.923,
W16,15.97,-20.36,0.0,Apollo 12,S,153.21,
W16,15.97,-20.36,0.0,Apollo 14,S,157.11,
W16,15.97,-20.36,0.0,Apollo 16,S,233.4,
W20,8.37,-23.26,0.0,Apollo 14,P,64.807,
W20,8.37,-23.26,0.0,Apollo 15,P,133.389,
W20,8.37,-23.26,0.0,Apollo 16,P,51.257,
W22,0.76,-34.98,0.0,Apollo 12,P,60.244,
W22,0.76,-34.98,0.0,Apollo 14,P,83.237,
W22,0.76,-34.98,0.0,Apollo 12,S,404.953,
W22,0.76,-34.98,0.0,Apollo 14,S,142.636,
AW01,20.795,-28.906,848.06,Apollo 14,P,162.659,
AW01,20.795,-28.906,848.06,Apollo 12,S,257.475,
AW01,20.795,-28.906,848.06,Apollo 14,S,263.75,
AW03,-43.027,-26.869,439.48,Apollo 14,P,149.335,
AW03,-43.027,-26.869,439.48,Apollo 12,S,259.959,
AW03,-43.027,-26.869,439.48,Apollo 14,S,260.687,
AW04,-3.76,-7.29,1078.0,Apollo 14,P,169.798,
AW04,-3.76,-7.29,1078.0,Apollo 12,S,282.518,
AW04,-3.76,-7.29,1078.0,Apollo 14,S,289.698,
AW06,39.633,-65.178,662.86,Apollo 12,S,342.114,
AW06,39.633,-65.178,662.86,Apollo 14,S,359.204,
AW06,39.633,-65.178,662.86,Apollo 15,S,344.743,
AW07,-1.574,-22.039,835.12,Apollo 12,S,233.639,
AW07,-1.574,-22.039,835.12,Apollo 14,S,234.954,
AW07,-1.574,-22.039,835.12,Apollo 15,S,307.257,
AW08,42.206,8.347,973.62,Apollo 14,S,321.085,
AW08,42.206,8.347,973.62,Apollo 15,S,240.309,
AW08,42.206,8.347,973.62,Apollo 16,S,232.523,
AW09,17.565,-8.358,895.81,Apollo 14,S,279.985,
AW09,17.565,-8.358,895.81,Apollo 15,S,263.827,
AW09,17.565,-8.358,895.81,Apollo 16,S,313.769,
AW11,-4.342,-16.774,520.93,Apollo 14,P,96.791,
AW11,-4.342,-16.774,520.93,Apollo 14,S,149.959,
AW11,-4.342,-16.774,520.93,Apollo 15,S,133.294,
AW13,-10.86,-26.76,826.84,Apollo 12,S,244.244,
AW13,-10.86,-26.76,826.84,Apollo 14,S,253.446,
AW13,-10.86,-26.76,826.84,Apollo 15,S,350.725,
AW14,-0.701,-30.956,759.24,Apollo 12,S,237.807,
AW14,-0.701,-30.956,759.24,Apollo 14,S,247.009,
AW14,-0.701,-30.956,759.24,Apollo 16,S,323.255,
AW15,-0.41,-32.336,742.04,Apollo 12,S,211.702,
AW15,-0.41,-32.336,742.04,Apollo 14,S,222.327,
AW15,-0.41,-32.336,742.04,Apollo 16,S,296.704,
AW16,6.559,-12.103,914.58,Apollo 14,S,243.263,
AW16,6.559,-12.103,914.58,Apollo 15,S,265.818,
AW16,6.559,-12.103,914.58,Apollo 16,S,338.69,
AW17,-0.391,-33.936,691.1,Apollo 12,S,223.591,
AW17,-0.391,-33.936,691.1,Apollo 14,S,236.737,
AW17,-0.391,-33.936,691.1,Apollo 16,S,311.669,
AW18,3.712,-7.443,916.3,Apollo 14,S,247.893,
AW18,3.712,-7.443,916.3,Apollo 15,S,269.66,
AW18,3.712,-7.443,916.3,Apollo 16,S,340.04,
AW19,-0.702,-30.953,759.07,Apollo 12,S,239.77,
AW19,-0.702,-30.953,759.07,Apollo 14,S,248.97,
AW19,-0.702,-30.953,759.07,Apollo 16,S,316.016,
AW21,-3.028,-20.402,711.4,Apollo 12,S,218.782,
AW21,-3.028,-20.402,711.4,Apollo 14,S,218.782,
AW21,-3.028,-20.402,711.4,Apollo 15,S,128.075,
AW22,-7.764,-25.119,777.2,Apollo 14,S,205.564,
AW22,-7.764,-25.119,777.2,Apollo 15,S,302.844,
AW22,-7.764,-25.119,777.2,Apollo 16,S,289.698,
AW23,23.085,-36.731,854.59,Apollo 14,S,280.098,
AW23,23.085,-36.731,854.59,Apollo 15,S,291.998,
AW23,23.085,-36.731,854.59,Apollo 16,S,309.342,
AW24,24.61,-23.61,779.18,Apollo 12,S,278.18,
AW24,24.61,-23.61,779.18,Apollo 14,S,282.124,
AW24,24.61,-23.61,779.18,Apollo 15,S,270.292,
AW24,24.61,-23.61,779.18,Apollo 16,S,355.741,
AW25,-0.511,-20.646,1147.86,Apollo 14,P,199.487,
AW25,-0.511,-20.646,1147.86,Apollo 14,S,312.014,
AW25,-0.511,-20.646,1147.86,Apollo 16,S,387.497,
AW26,-1.738,-19.406,1199.12,Apollo 14,P,187.958,
AW26,-1.738,-19.406,1199.12,Apollo 14,S,305.096,
AW26,-1.738,-19.406,1199.12,Apollo 15,S,328.524,
AW27,39.644,13.072,976.8,Apollo 12,S,344.882,
AW27,39.644,13.072,976.8,Apollo 15,S,255.489,
AW27,39.644,13.072,976.8,Apollo 16,S,427.701,
AW28,-2.168,-24.767,761.78,Apollo 12,S,216.937,
AW28,-2.168,-24.767,761.78,Apollo 14,S,220.881,
AW28,-2.168,-24.767,761.78,Apollo 15,S,111.77,
AW29,36.876,16.128,949.17,Apollo 12,S,325.402,
AW29,36.876,16.128,949.17,Apollo 15,S,230.751,
AW29,36.876,16.128,949.17,Apollo 16,S,401.648,
AW30,12.895,-10.647,763.22,Apollo 12,S,260.15,
AW30,12.895,-10.647,763.22,Apollo 15,S,256.207,
AW30,12.895,-10.647,763.22,Apollo 16,S,336.397,
AW31,39.055,13.18,975.59,Apollo 14,S,374.097,
AW31,39.055,13.18,975.59,Apollo 15,S,292.545,
AW31,39.055,13.18,975.59,Apollo 16,S,317.536,
AW32,-25.786,-36.629,937.73,Apollo 14,P,151.647,
AW32,-25.786,-36.629,937.73,Apollo 14,S,260.159,
AW32,-25.786,-36.629,937.73,Apollo 15,S,302.546,
AW32,-25.786,-36.629,937.73,Apollo 16,S,343.294,
AW33,-32.389,28.056,860.62,Apollo 16,P,175.996,
AW33,-32.389,28.056,860.62,Apollo 15,S,391.973,
AW33,-32.389,28.056,860.62,Apollo 16,S,372.194,
AW34,-0.013,-21.149,1198.4,Apollo 14,P,184.059,
AW34,-0.013,-21.149,1198.4,Apollo 16,P,302.887,
AW34,-0.013,-21.149,1198.4,Apollo 14,S,301.354,
AW35,-60.149,-60.727,727.71,Apollo 12,P,211.135,
AW35,-60.149,-60.727,727.71,Apollo 14,P,225.595,
AW35,-60.149,-60.727,727.71,Apollo 16,P,241.37,
AW35,-60.149,-60.727,727.71,Apollo 16,S,413.582,
AW37,-2.121,-19.019,1099.35,Apollo 14,P,144.766,
AW37,-2.121,-19.019,1099.35,Apollo 16,P,298.996,
AW37,-2.121,-19.019,1099.35,Apollo 14,S,252.551,
AW38,56.936,25.578,879.38,Apollo 14,P,248.952,
AW38,56.936,25.578,879.38,Apollo 14,S,409.14,
AW38,56.936,25.578,879.38,Apollo 15,S,297.419,
AW38,56.936,25.578,879.38,Apollo 16,S,361.495,
AW40,24.589,53.816,742.31,Apollo 14,P,240.454,
AW40,24.589,53.816,742.31,Apollo 15,P,168.409,
AW40,24.589,53.816,742.31,Apollo 14,S,409.837,
AW40,24.589,53.816,742.31,Apollo 15,S,292.572,
AW40,24.589,53.816,742.31,Apollo 16,S,357.719,
AW41,30.297,3.361,1007.97,Apollo 14,S,295.953,
AW41,30.297,3.361,1007.97,Apollo 15,S,240.874,
AW41,30.297,3.361,1007.97,Apollo 16,S,172.643,
AW42,-2.036,-19.105,1113.88,Apollo 14,P,200.82,
AW42,-2.036,-19.105,1113.88,Apollo 14,S,309.973,
AW42,-2.036,-19.105,1113.88,Apollo 16,S,381.645,
AW43,-24.345,-38.382,1022.99,Apollo 14,P,211.255,
AW43,-24.345,-38.382,1022.99,Apollo 14,S,325.2,
AW43,-24.345,-38.382,1022.99,Apollo 15,S,414.22,
AW43,-24.345,-38.382,1022.99,Apollo 16,S,397.128,
